,,,,,,,36057,C S,1213,10,Programming with Python,"Chekuri, Omkar Saiswaroop Varma",Jan 13 - May 2,9 out of 120,No Wait List,
C S 1213-010 -Programming with Python,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 230,Days not available,,,,,,,,,,,
,,,,,,,17786,C S,4910,7,Senior Reading and Research,"Zhao, Shangqing",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-007 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 253,Days not available,,,,,,,,,,,
,,,,,,,17787,C S,4910,8,Senior Reading and Research,"Quadri, Ghulam",Jan 13 - May 9,2 out of 3,No Wait List
C S 4910-008 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 252,Days not available,,,,,,,,,,,
,,,,,,,17788,C S,4910,9,Senior Reading and Research,"Radhakrishnan, Sridhar",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-009 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sridhar Radhakrishnan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 244,Days not available,,,,,,,,,,,
,,,,,,,17789,C S,4910,10,Senior Reading and Research,"Gruenwald, Gia-Loi",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-010 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 233,Days not available,,,,,,,,,,,
,,,,,,,17790,C S,4910,12,Senior Reading and Research,"Fang, Song",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-012 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Song Fang,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
17791,,,,,,,C S,4910,13,Senior Reading and Research,"Maiti, Anindya",Jan 13 - May 9,3 out of 3,No Wait List,
C S 4910-013 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,17792,C S,4910,15,Senior Reading and Research,"Cheng, Qi",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-015 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 254,Days not available,,,,,,,,,,,
,,,,,,,17794,C S,4910,17,Senior Reading and Research,"Weaver, Christopher",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-017 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Christopher Weaver,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 241,Days not available,,,,,,,,,,,
,,,,,,,17795,C S,4910,18,Senior Reading and Research,"Fagg, Andrew",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-018 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 243,Days not available,,,,,,,,,,,
,,,,,,,17793,C S,4910,23,Senior Reading and Research,"Veras, Richard",Jan 13 - May 9,3 out of 3,No Wait List
C S 4910-023 -Senior Reading and Research,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Richard Veras,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,25391,C S,5013,1,Artificial Intelligence,"Habibi, Golnaz",Jan 13 - May 2,1 out of 30,0 Waiting
C S 5013-001 -Artificial Intelligence,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,1 out of 30,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"(Slashlisted with C S 4013) Prerequisite: Graduate standing, and CS 5005 or (C S 2413 or CS 2414 and C S 2813 or MATH 2513). Study of the methods of search, knowledge representation, heuristics, and other aspects of automating the solution of problems requiring intelligence. No student may earn credit for both 4013 and 5013. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,10:30 am - 11:45 am,Sarkeys Energy Ctr N0202,TR,,,,,,,,,,,
,May 7 (Final Exam),8:00 am - 10:00 am,Sarkeys Energy Ctr N0202,W,,,,,,,,,,,
,,,,,,,42029,C S,5033,1,Machine Learning Fundamentals,"Diochnos, Dimitrios",Jan 13 - May 2,1 out of 15,No Wait List
C S 5033-001 -Machine Learning Fundamentals,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,1 out of 15,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"(Slashlisted with C S 4033) Prerequisite: Graduate standing and (((C S 2413 or C S 2414) and (C S 2813 or MATH 2513)) or CS 5005) and (MATH 4753 or ISE 3293 or MATH 4743 or ECE 2523) and MATH 3333; and (MATH 2443 or MATH 2934). Topics include decision trees, relational learning, neural networks, Bayesian learning, reinforcement learning, multiple-instance learning, feature selection, learning appropriate representations, clustering, and kernel methods. No student may earn credit for both 4033 and 5033. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,11:00 am - 11:50 am,Devon Energy Hall 120,MWF,,,,,,,,,,,
,May 9 (Final Exam),1:30 pm - 3:30 pm,Devon Energy Hall 120,F,,,,,,,,,,,
,,,,,,,47838,C S,5033,2,Machine Learning Fundamentals,"Lin, Beiyu",Jan 13 - May 2,1 out of 15,No Wait List
C S 5033-002 -Machine Learning Fundamentals,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Beiyu Lin,Seats Left:,1 out of 15,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"(Slashlisted with C S 4033) Prerequisite: Graduate standing and (((C S 2413 or C S 2414) and (C S 2813 or MATH 2513)) or CS 5005) and (MATH 4753 or ISE 3293 or MATH 4743 or ECE 2523) and MATH 3333; and (MATH 2443 or MATH 2934). Topics include decision trees, relational learning, neural networks, Bayesian learning, reinforcement learning, multiple-instance learning, feature selection, learning appropriate representations, clustering, and kernel methods. No student may earn credit for both 4033 and 5033. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,11:00 am - 11:50 am,Carson Engr Ctr 438,MWF,,,,,,,,,,,
,May 9 (Final Exam),1:30 pm - 3:30 pm,Carson Engr Ctr 438,F,,,,,,,,,,,
,,,,,,,36337,C S,5043,1,Advanced Machine Learning,"Fagg, Andrew",Jan 13 - May 2,12 out of 30,No Wait List
C S 5043-001 -Advanced Machine Learning,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,12 out of 30,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Prerequisite: Graduate standing; MATH 3333; MATH 4743 or MATH 4753 or ENGR 3293 or ISE 3293; and C S 4033/5033 or C S 5073; or permission of the instructor. Topics include deep learning, deep networks, convolutional neural networks, recurrent neural networks, transformers, autoencoders, generative adversarial networks, and explainable deep learning. (Irreg.)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,3:00 pm - 4:15 pm,Devon Energy Hall 130,TR,,,,,,,,,,,
,May 6 (Final Exam),4:30 pm - 6:30 pm,Devon Energy Hall 130,T,,,,,,,,,,,
,,,,,,,45993,C S,5183,1,Wireless and Mobile Networks,"Zhao, Shangqing",Jan 13 - May 2,9 out of 24,No Wait List
C S 5183-001 -Wireless and Mobile Networks,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,9 out of 24,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Prerequisite: Graduate standing, CS 4133/5133; MATH 4743 or MATH G4753 or ISE 3293 or ECE 2523 or permission of instructor. This course provides a systematic view of designing and securing wireless mobile computing systems and networks. It covers system and security elements from the physical layer all the way to the application layer in wireless mobile computing. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,1:30 pm - 2:45 pm,Carson Engr Ctr 441,TR,,,,,,,,,,,
,May 5 (Final Exam),1:30 pm - 3:30 pm,Carson Engr Ctr 441,M,,,,,,,,,,,
,,,,,,,42229,C S,5433,1,Linear Optimization,"Khanmohammadi, Sina",Jan 13 - May 2,1 out of 8,No Wait List
C S 5433-001 -Linear Optimization,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,1 out of 8,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"(Slashlisted with C S 4433) Prerequisite: Graduate standing; MATH 3333 or Math 4373. This course will introduce the theory and practice of linear programming. Topics include geometry of linear programming, simplex method, duality theory, and network flow problems. No student may earn credit for both 4433 and 5433. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,9:00 am - 10:15 am,Carson Engr Ctr 439,TR,,,,,,,,,,,
,May 9 (Final Exam),8:00 am - 10:00 am,Carson Engr Ctr 439,F,,,,,,,,,,,
,,,,,,,31967,C S,5463,1,Adv Computer Architecture,"Barnes Jr, Ronald",Jan 13 - May 2,9 out of 12,No Wait List
C S 5463-001 -Adv Computer Architecture,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ronald Barnes Jr,Seats Left:,9 out of 12,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"(Crosslisted with ECE 5463) Prerequisite: C S 4613. The design of modern programmable computer systems with emphases on exploiting parallelism at all levels, designing within constraints, including energy consumption, and the impact of architecture on software design. Covers state of the art computer architecture, case studies and trends. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,4:30 pm - 5:45 pm,Carson Engr Ctr 121,TR,,,,,,,,,,,
,May 9 (Final Exam),10:30 am - 12:30 pm,Carson Engr Ctr 121,F,,,,,,,,,,,
,,,,,,,45719,C S,5970,1,Cyber Attacks & Defenses,"Maiti, Anindya",Jan 13 - May 2,2 out of 40,No Wait List
C S 5970-001 -Cyber Attacks & Defenses,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,2 out of 40,Schedule:,Seminar,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Prerequisite: permission of instructor. May be repeated with a change of subject matter; maximum credit six hours. Selected topics of current research interest not covered by regularly scheduled coursework. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,9:00 am - 10:15 am,Carson Engr Ctr 438,TR,,,,,,,,,,,
,May 9 (Final Exam),8:00 am - 10:00 am,Carson Engr Ctr 438,F,,,,,,,,,,,
,,,,,,,47615,C S,5970,2,Information Visualization,"Quadri, Ghulam",Jan 13 - May 2,1 out of 20,No Wait List
C S 5970-002 -Information Visualization,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,1 out of 20,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Prerequisite: permission of instructor. May be repeated with a change of subject matter; maximum credit six hours. Selected topics of current research interest not covered by regularly scheduled coursework. (F, Sp, Su)",Repeatable:,Max Hours: 6,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,6:00 pm - 7:20 pm,Devon Energy Hall 120,TR,,,,,,,,,,,
,,,,,,,17799,C S,5980,2,Research for Master's Thesis,"Ebert, David",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-002 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 232,Days not available,,,,,,,,,,,
,,,,,,,17801,C S,5980,4,Research for Master's Thesis,"Atiquzzaman, Mohammed",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-004 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mohammed Atiquzzaman,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 250,Days not available,,,,,,,,,,,
,,,,,,,17802,C S,5980,5,Research for Master's Thesis,"Pan, Chongle",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-005 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 231,Days not available,,,,,,,,,,,
,,,,,,,17803,C S,5980,6,Research for Master's Thesis,"Diochnos, Dimitrios",Jan 13 - May 9,2 out of 3,No Wait List
C S 5980-006 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 230,Days not available,,,,,,,,,,,
,,,,,,,17804,C S,5980,7,Research for Master's Thesis,"Zhao, Shangqing",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-007 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 253,Days not available,,,,,,,,,,,
,,,,,,,17805,C S,5980,8,Research for Master's Thesis,"Cao, Jie",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-008 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Jie Cao,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 252,Days not available,,,,,,,,,,,
,,,,,,,17806,C S,5980,9,Research for Master's Thesis,"Radhakrishnan, Sridhar",Jan 13 - May 9,2 out of 3,No Wait List
C S 5980-009 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sridhar Radhakrishnan,Seats Left:,2 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 244,Days not available,,,,,,,,,,,
,,,,,,,17807,C S,5980,10,Research for Master's Thesis,"Gruenwald, Gia-Loi",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-010 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 233,Days not available,,,,,,,,,,,
,,,,,,,45788,C S,5980,11,Research for Master's Thesis,"Moussa, Marmar",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-011 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Marmar Moussa,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17808,C S,5980,12,Research for Master's Thesis,"Fang, Song",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-012 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Song Fang,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
,,,,,,,17809,C S,5980,13,Research for Master's Thesis,"Maiti, Anindya",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-013 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,43461,C S,5980,14,Research for Master's Thesis,"Lan, Chao",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-014 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chao Lan,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17810,C S,5980,15,Research for Master's Thesis,"Cheng, Qi",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-015 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
